id,timestamp,illuminance,latitude,longitude,altitude,log_illuminance,diameter
E979CB9D-C6D3-4276-A285-622EB36443F1,2024-03-27 03:59:03 +0000,123.0,37.432265038118864,-122.17536906237468,26.09538905508816,19.62769491333669,196.27694913336688
5391091F-854C-4205-AEC6-4B4D24368BAA,2024-03-27 03:59:27 +0000,28.2,37.4323241621553,-122.1756311195722,26.389688620343804,18.15483253590834,181.5483253590834
7925211D-A0D6-4D4C-96D5-BCF4C8822F36,2024-03-27 03:59:31 +0000,23.6,37.43230273778183,-122.17567569254574,26.08330622781068,17.976757269995836,179.76757269995835
E90C832C-DF2F-4F1F-8463-6FCC49E92E90,2024-03-27 03:59:33 +0000,7.9,37.43228450349194,-122.1757406943838,26.009815820492804,16.88237331743725,168.82373317437248
5F7B2A6C-1DFD-42B3-85DA-7D2C63CDE8CD,2024-03-27 03:59:35 +0000,4.5,37.432273069510224,-122.17576886433052,26.284806288778785,16.31958795474055,163.19587954740547
BB49C5F8-D472-42CF-BF39-88D2517E909F,2024-03-27 03:59:39 +0000,2.1,37.43225580469815,-122.17583680398909,25.969848178327084,15.557447902693651,155.5744790269365
15B085B7-C5FA-43DC-9CBF-06400ECEAA60,2024-03-27 03:59:41 +0000,2.4,37.43224683698456,-122.17587381238025,25.93930942006409,15.690979295318174,156.90979295318175
6A1432D7-C3D1-4B34-81B3-03012DB28884,2024-03-27 03:59:43 +0000,8.0,37.43222978950285,-122.17590702159244,26.25070762913674,16.894952099644108,168.9495209964411
D4F47735-526C-4F51-BF81-5D722B021877,2024-03-27 03:59:46 +0000,19.8,37.43224505888384,-122.17593196784048,26.92876805085689,17.801192495664765,178.01192495664765
E0BBA403-309E-4D00-84EB-A6AD48D54380,2024-03-27 03:59:48 +0000,6.6,37.43225722995898,-122.1759348366202,26.542157758027315,16.702580206996654,167.02580206996655
8CCA837E-DB5A-4F00-A9D0-61A527EB40A1,2024-03-27 03:59:51 +0000,1.2,37.43225663975843,-122.17598910971604,26.80883370153606,14.997832114758229,149.97832114758228
D1DFEE02-9F70-4F5C-9B53-6AF702BC035D,2024-03-27 03:59:53 +0000,7.4,37.43225470877195,-122.17600667738192,27.03001897688955,16.816990558174396,168.16990558174396
2B63EDE1-9A6D-4B49-8AEB-214B1CCAF05C,2024-03-27 03:59:56 +0000,3.3,37.43224900359299,-122.17602218702758,27.03048798069358,16.009433026436707,160.09433026436707
B705B7E8-584E-4597-8CB1-91B942ACEF4E,2024-03-27 03:59:58 +0000,1.1,37.43224117313712,-122.17601415476928,27.47087447717786,14.9108207377686,149.108207377686
55622B27-76BF-4CA5-98FA-F63D8603EAA4,2024-03-27 04:00:00 +0000,0.7,37.43222483770315,-122.17601226195052,27.807873586192727,14.458835614025542,144.58835614025543
